insertSort, m36, t50, w8, 787, 23, 2087, 2905, 57.9907, 0.9444, 1900, 40, a3, 111011
parg, m5018, t52, w4, 854026, 55, 16726, 872084, 3.3332, 1.0, 418, 2518, a4, 110011
transpose, m298, t50, w4, 7582, 48, 41848, 49696, 140.4295, 0.8993, 903, 40, a5, 101010
huffmanCoding, m104, t50, w4, 6019, 154, 11465, 17595, 109.5446, 0.9013, 1874, 318, a4, 001011
mergeSort, m113, t50, w2, 5151, 162, 34002, 39921, 300.9071, 0.9336, 1900, 129, a4, 101110
bubbleSort, m226, t50, w4, 4904, 152, 155812, 161490, 689.4336, 0.9182, 1900, 41, a2, 001111
bubbleSort, m37, t50, w8, 829, 22, 19976, 20858, 530.3363, 0.9182, 1900, 41, a4, 110111
longestIncrease, m38, t50, w4, 1059, 3440, 16286, 18522, 428.5789, 0.9035, 1946, 70, a2, 110010
insertSort, m216, t50, w4, 4750, 51, 24632, 29854, 114.037, 0.9444, 1900, 40, a2, 101111
mergeSort, m113, t50, w4, 3492, 160, 11493, 15296, 101.7124, 0.9336, 1900, 129, a2, 010111
bubbleSort, m56, t50, w4, 3641, 155, 38894, 42730, 688.3982, 0.9182, 1900, 41, a3, 010101
insertSort, m54, t50, w4, 1191, 155, 6182, 7486, 114.4815, 0.9444, 1900, 40, a2, 000011
transpose, m298, t50, w2, 23578, 158, 124014, 148088, 416.1544, 0.8993, 903, 40, a3, 110000
insertSort, m54, t50, w4, 1191, 50, 6162, 7493, 114.1204, 0.9444, 1900, 40, a3, 110111
genPassword, m24, t100, w8, 499, 239, 481, 1139, 19.6327, 0.8367, 398, 63, a3, 001010
quickSort, m254, t50, w8, 9318, 21, 30012, 40026, 118.1575, 0.9603, 1900, 56, a3, 110111
factorial, m10, t100, w4, 171, 104, 2343, 2634, 226.8065, 0.9677, 403, 18, a2, 100110
dictionaryOrder, m142, t100, w8, 2244, 269, 10004, 13558, 70.4507, 0.9265, 8248, 32, a3, 000110
insertSort, m216, t50, w8, 4810, 148, 12592, 17856, 58.2963, 0.9444, 1900, 40, a3, 010011
parg, m836, t52, w4, 141914, 54, 861, 144025, 1.0303, 1.0, 418, 2518, a3, 111111
quickSort, m42, t50, w2, 2265, 162, 28950, 31558, 683.8583, 0.9603, 1900, 56, a2, 110110
maxArrSumNeg, m56, t50, w4, 1347, 47, 12288, 13754, 219.4286, 0.9358, 1910, 63, a2, 100111
longestIncrease, m57, t50, w2, 2555, 10486, 63837, 71910, 1119.9474, 0.9196, 1946, 70, a2, 010111
primes, m22, t100, w4, 374, 307, 831, 1357, 36.6765, 0.8793, 398, 30, a2, 010111
minProd, m90, t50, w2, 3341, 161, 7938, 11900, 87.7182, 0.8659, 1946, 72, a3, 101110
dictionaryOrder, m23, t100, w4, 1191, 104, 3883, 5270, 164.0845, 0.9265, 8248, 32, a2, 110100
parg, m1254, t52, w2, 225324, 175, 1272, 230126, 1.0143, 1.0, 418, 2518, a5, 000111
factorial, m15, t100, w2, 804, 326, 9743, 10741, 628.6129, 0.9677, 403, 18, a2, 010001
transpose, m74, t50, w2, 2902, 158, 31120, 34146, 417.7248, 0.8993, 903, 40, a3, 010011
selectSort, m46, t50, w2, 1540, 162, 19975, 21888, 434.2391, 0.9101, 1900, 45, a2, 111110
selectSort, m46, t50, w2, 3191, 165, 20058, 23630, 436.0435, 0.9101, 1900, 45, a3, 000100
genPassword, m16, t100, w4, 329, 294, 623, 1071, 38.1429, 0.8367, 398, 63, a4, 001011
maxArrSumNeg, m37, t50, w4, 864, 147, 7731, 8871, 207.0982, 0.9358, 1910, 63, a2, 010110
longestIncrease, m228, t50, w2, 9924, 9628, 271522, 302166, 1190.886, 0.9196, 1946, 70, a3, 011110
add, m4, t100, w2, 99, 324, 120, 368, 30.1667, 0.9167, 583, 13, a3, 010110
huffmanCodingEff, m66, t50, w8, 3420, 129, 2004, 5811, 30.2161, 0.849, 1874, 239, a2, 000110
parg, m5018, t52, w8, 872122, 21, 1642, 875042, 0.3272, 1.0, 418, 2518, a2, 101010
selectSort, m184, t50, w2, 12200, 160, 80044, 93240, 435.0217, 0.9101, 1900, 45, a4, 010101
mergeSort, m113, t50, w2, 5075, 169, 34130, 39336, 302.0354, 0.9336, 1900, 129, a3, 100010
longestIncrease, m57, t50, w4, 1569, 10201, 25179, 31894, 441.7368, 0.9035, 1946, 70, a5, 010010
bubbleSort, m226, t50, w2, 15068, 165, 451486, 468436, 1997.7257, 0.9182, 1900, 41, a3, 101100
genPassword, m98, t100, w4, 2008, 101, 4022, 6374, 41.0408, 0.8367, 398, 63, a3, 111011
parg, m1254, t52, w2, 218969, 174, 4333, 223693, 3.454, 1.0, 418, 2518, a5, 011010
transpose, m49, t50, w2, 1929, 159, 20805, 22817, 418.906, 0.8993, 903, 40, a3, 110011
genPassword, m16, t100, w8, 326, 40, 317, 690, 19.449, 0.8367, 398, 63, a2, 111111
transpose, m74, t50, w8, 1889, 137, 5061, 7379, 67.9396, 0.9054, 903, 40, a2, 010110
transpose, m49, t50, w4, 1364, 134, 6966, 8407, 140.2685, 0.8993, 903, 40, a2, 001011
genPassword, m16, t100, w8, 322, 39, 316, 672, 19.3878, 0.8367, 398, 63, a3, 100010
genPassword, m24, t100, w4, 490, 98, 1016, 1589, 41.4694, 0.8367, 398, 63, a3, 101010
parg, m1254, t52, w8, 217637, 21, 409, 218370, 0.326, 1.0, 418, 2518, a2, 101011
parg, m1254, t52, w4, 213248, 165, 1279, 214920, 1.0195, 1.0, 418, 2518, a2, 001010
huffmanCoding, m104, t50, w4, 6034, 49, 11395, 17507, 108.8726, 0.9013, 1874, 318, a4, 111010
minProd, m90, t50, w4, 2202, 156, 2709, 5029, 29.9392, 0.7845, 1946, 72, a4, 001011
dictionaryOrder, m142, t100, w4, 2336, 291, 23584, 27434, 166.0845, 0.9265, 8248, 32, a3, 000110
factorial, m10, t100, w2, 530, 320, 6526, 7183, 631.6129, 0.9677, 403, 18, a5, 000000
insertSort, m54, t50, w2, 1798, 158, 12198, 14251, 225.8981, 0.92, 1900, 40, a5, 011111
minProd, m362, t50, w8, 9040, 24, 10062, 19486, 27.7956, 0.8659, 1946, 72, a2, 110111
dictionaryOrder, m142, t100, w2, 3934, 321, 67232, 72842, 473.4648, 0.9265, 8248, 32, a3, 011110
parg, m5018, t52, w8, 874976, 94, 1632, 878042, 0.3252, 1.0, 418, 2518, a3, 001011
insertSort, m36, t50, w8, 787, 146, 2131, 3024, 59.2037, 0.9444, 1900, 40, a2, 011111
anagram, m20, t100, w2, 538, 315, 2820, 3484, 141, 0.8667, 1370, 37, a5, 011011
parg, m1254, t52, w8, 217483, 24, 411, 218785, 0.328, 1.0, 418, 2518, a3, 110111
factorial, m10, t100, w4, 167, 101, 2343, 2627, 226.7419, 0.9677, 403, 18, a3, 111110
mergeSort, m75, t50, w4, 2221, 51, 7634, 9904, 101.3451, 0.9336, 1900, 129, a4, 101011
selectSort, m184, t50, w8, 4070, 144, 11888, 17206, 64.6087, 0.9101, 1900, 45, a2, 001110
insertSort, m54, t50, w4, 1165, 52, 6213, 7439, 115.0556, 0.9444, 1900, 40, a5, 111011
bubbleSort, m226, t50, w2, 14850, 166, 429332, 446166, 1899.6991, 0.9182, 1900, 41, a3, 001100
parg, m5018, t52, w8, 872052, 19, 1644, 874934, 0.3276, 1.0, 418, 2518, a2, 100010
mergeSort, m75, t50, w2, 3382, 165, 22760, 26228, 302.1283, 0.9336, 1900, 129, a2, 110010
factorial, m15, t100, w4, 803, 98, 3517, 4502, 226.9032, 0.9677, 403, 18, a2, 101100
factorial, m62, t100, w2, 1558, 321, 38978, 41300, 628.6774, 0.9677, 403, 18, a5, 110010
huffmanCodingEff, m66, t50, w2, 5054, 164, 13646, 19172, 205.7286, 0.849, 1874, 239, a3, 001110
selectSort, m184, t50, w4, 4070, 50, 30016, 35314, 163.1304, 0.9101, 1900, 45, a3, 100110
anagram, m30, t100, w4, 510, 103, 2501, 3133, 83.3833, 0.9286, 1370, 37, a3, 101111
anagram, m20, t100, w2, 523, 318, 2767, 3415, 138.3667, 0.8667, 1370, 37, a4, 111010
factorial, m62, t100, w8, 988, 269, 10152, 12090, 163.7419, 0.9677, 403, 18, a3, 000110
minProd, m90, t50, w8, 2235, 21, 2630, 5259, 29.0608, 0.8659, 1946, 72, a2, 111110
genPassword, m24, t100, w4, 485, 290, 999, 1707, 40.7755, 0.8367, 398, 63, a3, 010111
mergeSort, m113, t50, w2, 10149, 157, 34025, 44587, 301.1106, 0.9336, 1900, 129, a3, 010101
bubbleSort, m56, t50, w2, 3674, 161, 106881, 111024, 1891.6991, 0.9182, 1900, 41, a3, 100100
mergeSort, m113, t50, w8, 3539, 20, 5282, 8879, 46.7478, 0.9336, 1900, 129, a3, 111011
longestIncrease, m228, t50, w4, 6332, 3453, 103318, 116744, 453.1491, 0.9035, 1946, 70, a3, 111011
bubbleSort, m37, t50, w8, 811, 128, 20014, 20918, 531.3451, 0.9182, 1900, 41, a4, 000111
bubbleSort, m56, t50, w2, 1824, 163, 109605, 111800, 1939.9115, 0.9182, 1900, 41, a4, 010111
selectSort, m30, t50, w2, 1047, 153, 13367, 14586, 435.8804, 0.9101, 1900, 45, a4, 000111
add, m24, t100, w2, 536, 323, 688, 2168, 28.6667, 0.9167, 583, 13, a2, 010111
factorial, m15, t100, w2, 801, 317, 9761, 10748, 629.7419, 0.9677, 403, 18, a4, 111001
squareMatrix, m60, t50, w2, 2367, 156, 18523, 21305, 305.3297, 1.0, 903, 72, a5, 111110
selectSort, m184, t50, w2, 6164, 161, 80374, 87654, 436.8152, 0.9101, 1900, 45, a4, 010111
minProd, m60, t50, w4, 1477, 47, 1795, 3314, 29.7624, 0.7845, 1946, 72, a2, 101010
huffmanCoding, m157, t50, w8, 9731, 21, 7694, 18195, 49.0064, 0.9279, 1874, 318, a3, 100110
parg, m5018, t52, w4, 853876, 177, 5268, 860724, 1.0498, 1.0, 418, 2518, a5, 000011
insertSort, m216, t50, w4, 4666, 54, 24676, 30758, 114.2407, 0.9444, 1900, 40, a3, 110110
genPassword, m98, t100, w4, 1938, 101, 4006, 6272, 40.8776, 0.8367, 398, 63, a2, 101011
dictionaryOrder, m142, t100, w4, 7198, 99, 23270, 31680, 163.8732, 0.9265, 8248, 32, a3, 100100
bubbleSort, m226, t50, w8, 5038, 23, 120844, 126198, 534.708, 0.9182, 1900, 41, a4, 100111
minProd, m60, t50, w4, 1469, 149, 1803, 3348, 29.895, 0.7845, 1946, 72, a5, 010010
genPassword, m98, t100, w8, 2022, 40, 1906, 4206, 19.449, 0.8367, 398, 63, a3, 101111
quickSort, m63, t50, w8, 2370, 151, 7503, 10266, 118.1575, 0.9603, 1900, 56, a2, 010110
huffmanCodingEff, m99, t50, w4, 4926, 150, 6861, 12245, 68.9548, 0.849, 1874, 239, a2, 011111
anagram, m30, t100, w2, 815, 316, 4117, 5119, 137.25, 0.8667, 1370, 37, a5, 010011
selectSort, m184, t50, w2, 6106, 161, 80166, 87746, 435.6848, 0.9101, 1900, 45, a2, 101110
factorial, m62, t100, w2, 1544, 313, 39220, 41808, 632.5806, 0.9677, 403, 18, a3, 000111
transpose, m74, t50, w2, 2902, 160, 31178, 34202, 418.4966, 0.8993, 903, 40, a4, 001011
mergeSort, m75, t50, w2, 6761, 159, 22737, 29583, 301.8274, 0.9336, 1900, 129, a5, 000000
minProd, m362, t50, w8, 9002, 155, 10060, 19740, 27.7901, 0.8659, 1946, 72, a2, 001111
quickSort, m63, t50, w2, 3398, 162, 41010, 44902, 645.8268, 0.9603, 1900, 56, a3, 101110
quickSort, m42, t50, w4, 1477, 147, 10328, 12133, 243.9764, 0.9603, 1900, 56, a2, 011110
transpose, m298, t50, w2, 23980, 149, 124028, 148478, 416.2013, 0.8993, 903, 40, a4, 001001
squareMatrix, m91, t50, w4, 2350, 45, 11545, 14470, 126.8681, 1.0, 903, 72, a2, 110110
parg, m836, t52, w8, 146927, 126, 2019, 149490, 2.4141, 1.0, 418, 2518, a4, 000111
huffmanCoding, m104, t50, w4, 5961, 49, 11403, 17442, 108.9522, 0.9013, 1874, 318, a2, 111010
mergeSort, m75, t50, w2, 6776, 159, 22677, 29538, 301.031, 0.9336, 1900, 129, a4, 011001
dictionaryOrder, m23, t100, w2, 1190, 323, 11202, 12612, 473.3239, 0.9265, 8248, 32, a3, 011101
factorial, m10, t100, w4, 538, 306, 2344, 3066, 226.9032, 0.9677, 403, 18, a2, 001100
primes, m34, t100, w4, 563, 300, 1255, 2046, 36.9265, 0.8793, 398, 30, a3, 010111
bubbleSort, m37, t50, w2, 1234, 170, 71309, 72781, 1893.177, 0.9182, 1900, 41, a3, 010111
selectSort, m46, t50, w2, 1561, 163, 20140, 21997, 437.837, 0.9101, 1900, 45, a2, 000111
parg, m5018, t52, w4, 853430, 55, 16752, 871506, 3.3384, 1.0, 418, 2518, a4, 100010
transpose, m49, t50, w2, 3978, 156, 20660, 24718, 415.9866, 0.8993, 903, 40, a3, 100000
transpose, m74, t50, w8, 1879, 154, 5062, 7407, 67.953, 0.9054, 903, 40, a3, 011110
genPassword, m24, t100, w8, 483, 39, 475, 1009, 19.3878, 0.8367, 398, 63, a3, 100010
add, m24, t100, w2, 558, 315, 726, 2180, 30.25, 0.9167, 583, 13, a4, 000110
mergeSort, m75, t50, w2, 6804, 167, 22720, 29610, 301.5973, 0.9336, 1900, 129, a4, 010000
longestIncrease, m38, t50, w4, 3287, 3452, 17172, 21641, 451.8947, 0.9035, 1946, 70, a2, 111001
factorial, m15, t100, w4, 788, 101, 3519, 4412, 227.0645, 0.9677, 403, 18, a2, 110101
longestIncrease, m228, t50, w4, 6554, 10242, 99250, 126480, 435.307, 0.9035, 1946, 70, a2, 000010
factorial, m10, t100, w2, 261, 321, 6557, 6947, 634.5484, 0.9677, 403, 18, a4, 001011
insertSort, m36, t50, w4, 808, 51, 4133, 4981, 114.8056, 0.9444, 1900, 40, a3, 111011
transpose, m49, t50, w4, 1244, 154, 6966, 8289, 140.2685, 0.8993, 903, 40, a5, 001010
huffmanCodingEff, m66, t50, w2, 4926, 167, 13522, 18932, 203.8543, 0.849, 1874, 239, a2, 011110
factorial, m62, t100, w4, 3166, 98, 14074, 17936, 227, 0.9677, 403, 18, a2, 110100
parg, m5018, t52, w8, 880682, 97, 3046, 887348, 0.607, 1.0, 418, 2518, a4, 001111
huffmanCoding, m157, t50, w8, 9586, 121, 7689, 17757, 48.9745, 0.9279, 1874, 318, a3, 011111
factorial, m62, t100, w2, 1604, 323, 39084, 41446, 630.3871, 0.9677, 403, 18, a3, 110010
huffmanCoding, m628, t50, w8, 38346, 121, 30756, 71028, 48.9745, 0.9279, 1874, 318, a3, 011111
parg, m5018, t52, w8, 870974, 19, 1632, 894872, 0.3252, 1.0, 418, 2518, a3, 111110
anagram, m20, t100, w4, 348, 295, 1667, 2266, 83.3667, 0.9286, 1370, 37, a3, 011110
mergeSort, m113, t50, w4, 3402, 50, 11451, 15534, 101.3407, 0.9336, 1900, 129, a2, 101110
transpose, m49, t50, w8, 1279, 22, 3372, 4901, 67.8926, 0.9054, 903, 40, a3, 100110
factorial, m10, t100, w4, 171, 298, 2359, 2651, 228.3226, 0.9677, 403, 18, a2, 000011
selectSort, m184, t50, w8, 3990, 23, 11666, 16152, 63.4022, 0.9101, 1900, 45, a3, 101111
longestIncrease, m228, t50, w4, 19522, 3428, 102942, 129508, 451.5, 0.9035, 1946, 70, a5, 100000
selectSort, m30, t50, w8, 674, 149, 1958, 2751, 63.8696, 0.9101, 1900, 45, a2, 010111
dictionaryOrder, m35, t100, w2, 1793, 325, 16820, 18938, 473.8028, 0.9265, 8248, 32, a2, 011101
quickSort, m42, t50, w4, 1488, 52, 10336, 11974, 244.1575, 0.9603, 1900, 56, a2, 110111
mergeSort, m75, t50, w2, 3382, 164, 22682, 26567, 301.0973, 0.9336, 1900, 129, a2, 101110
anagram, m20, t100, w2, 521, 319, 2723, 3371, 136.1667, 0.8667, 1370, 37, a2, 011010
quickSort, m254, t50, w2, 26320, 163, 173752, 201374, 684.063, 0.9603, 1900, 56, a4, 100101
mergeSort, m113, t50, w2, 5180, 164, 34221, 39531, 302.8451, 0.9336, 1900, 129, a3, 010010
dictionaryOrder, m35, t100, w2, 1786, 319, 16836, 19018, 474.2676, 0.9265, 8248, 32, a3, 010100
massive, m98, t60, w4, 3712, 38306, 127310, 207864, 1299.0816, 1.0, 169, 13, a5, 111101
quickSort, m42, t50, w2, 4510, 161, 28961, 33816, 684.1339, 0.9603, 1900, 56, a3, 100100
bubbleSort, m56, t50, w2, 3657, 166, 107669, 111665, 1905.6549, 0.9182, 1900, 41, a3, 111101
parg, m5018, t52, w4, 853082, 53, 5172, 859576, 1.0307, 1.0, 418, 2518, a2, 100010
bubbleSort, m226, t50, w2, 7364, 160, 430704, 439926, 1905.7699, 0.9182, 1900, 41, a2, 111110
anagram, m120, t100, w4, 2100, 301, 10004, 13508, 83.3667, 0.9286, 1370, 37, a2, 000110
parg, m1254, t52, w2, 227736, 173, 4347, 240501, 3.4651, 1.0, 418, 2518, a5, 001110
mergeSort, m75, t50, w2, 3450, 159, 24212, 27749, 321.4071, 0.9336, 1900, 129, a3, 000011
primes, m22, t100, w2, 583, 320, 2420, 3256, 106.7647, 0.8793, 398, 30, a3, 011110
longestIncrease, m57, t50, w4, 1587, 3448, 24269, 27627, 425.7807, 0.9035, 1946, 70, a3, 100011
longestIncrease, m57, t50, w4, 1595, 3469, 26432, 29814, 463.7281, 0.9035, 1946, 70, a4, 110011
anagram, m120, t100, w2, 6454, 322, 16202, 23414, 135.0167, 0.8667, 1370, 37, a4, 100000
add, m6, t100, w2, 141, 320, 187, 553, 31.1667, 0.9167, 583, 13, a4, 001110
squareMatrix, m60, t50, w8, 1601, 19, 3438, 5305, 56.6758, 1.0, 903, 72, a3, 111110
quickSort, m42, t50, w2, 4421, 158, 27268, 31905, 644.1339, 0.9603, 1900, 56, a4, 110101
longestIncrease, m57, t50, w4, 1573, 10185, 25102, 31817, 440.386, 0.9035, 1946, 70, a2, 001010
genPassword, m98, t100, w4, 1974, 291, 4014, 6704, 40.9592, 0.8367, 398, 63, a3, 000010
quickSort, m254, t50, w2, 26734, 167, 174050, 202718, 685.2362, 0.9603, 1900, 56, a3, 000100
genPassword, m16, t100, w2, 485, 316, 1836, 2552, 112.4286, 0.8367, 398, 63, a2, 110110
factorial, m62, t100, w2, 1594, 331, 38968, 41344, 628.5161, 0.9677, 403, 18, a5, 011011
selectSort, m30, t50, w2, 2040, 160, 13357, 15555, 435.5543, 0.9101, 1900, 45, a3, 100101
factorial, m10, t100, w4, 172, 100, 2355, 2582, 227.9355, 0.9677, 403, 18, a2, 110010
genPassword, m16, t100, w4, 325, 100, 686, 1068, 42.0204, 0.8367, 398, 63, a5, 100010
parg, m5018, t52, w8, 870548, 21, 1636, 873482, 0.326, 1.0, 418, 2518, a2, 101011
selectSort, m30, t50, w2, 1032, 161, 13392, 14579, 436.7174, 0.9101, 1900, 45, a3, 110111
primes, m136, t100, w8, 2228, 276, 1748, 4718, 12.8529, 0.8793, 398, 30, a2, 011111
mergeSort, m452, t50, w2, 41760, 166, 138174, 180464, 305.6947, 0.9336, 1900, 129, a5, 100001
maxArrSumNeg, m37, t50, w4, 903, 48, 8010, 9162, 214.5536, 0.9358, 1910, 63, a2, 110110
anagram, m120, t100, w2, 6614, 319, 16240, 23596, 135.3333, 0.8667, 1370, 37, a2, 110001
longestIncrease, m57, t50, w4, 1542, 10515, 24120, 30966, 423.1579, 0.9035, 1946, 70, a5, 000010
add, m6, t100, w2, 134, 320, 179, 537, 29.8333, 0.9167, 583, 13, a2, 101110
transpose, m298, t50, w2, 23822, 162, 124306, 150316, 417.1342, 0.8993, 903, 40, a4, 111100
quickSort, m254, t50, w4, 9038, 149, 62060, 72086, 244.3307, 0.9603, 1900, 56, a2, 001111
parg, m5018, t52, w4, 854838, 174, 5208, 861640, 1.0379, 1.0, 418, 2518, a5, 010011
mergeSort, m113, t50, w2, 10396, 166, 34345, 45208, 303.9381, 0.9336, 1900, 129, a4, 001101
factorial, m62, t100, w4, 1002, 104, 14070, 15794, 226.9355, 0.9677, 403, 18, a2, 111110
factorial, m62, t100, w8, 994, 292, 10152, 11852, 163.7419, 0.9677, 403, 18, a3, 010010
squareMatrix, m364, t50, w8, 9378, 21, 20672, 30544, 56.7912, 1.0, 903, 72, a2, 111111
parg, m1254, t52, w2, 216845, 175, 4338, 221566, 3.458, 1.0, 418, 2518, a2, 111010
anagram, m120, t100, w2, 6486, 320, 16150, 23388, 134.5833, 0.8667, 1370, 37, a3, 011001
parg, m836, t52, w4, 142043, 57, 861, 144139, 1.0295, 1.0, 418, 2518, a3, 101111
factorial, m15, t100, w2, 388, 319, 9780, 10357, 630.9677, 0.9677, 403, 18, a2, 100010
genPassword, m24, t100, w2, 731, 313, 2762, 3681, 112.7347, 0.8367, 398, 63, a3, 001010
parg, m5018, t52, w8, 870486, 100, 2654, 895998, 0.5289, 1.0, 418, 2518, a4, 011110
selectSort, m46, t50, w2, 1573, 164, 20119, 22065, 437.3804, 0.9101, 1900, 45, a4, 000110
parg, m1254, t52, w2, 218207, 176, 4268, 222858, 3.4022, 1.0, 418, 2518, a4, 011010
longestIncrease, m38, t50, w8, 1057, 2305, 8198, 10225, 215.7456, 0.9196, 1946, 70, a3, 101110
anagram, m120, t100, w2, 3172, 323, 16344, 20278, 136.2, 0.8667, 1370, 37, a4, 100010
transpose, m74, t50, w2, 5830, 158, 30529, 36479, 409.7852, 0.8993, 903, 40, a5, 010000
minProd, m362, t50, w4, 8910, 49, 10578, 19748, 29.221, 0.7845, 1946, 72, a2, 100010
transpose, m74, t50, w2, 2899, 160, 31007, 34428, 416.2081, 0.8993, 903, 40, a4, 101110
huffmanCoding, m157, t50, w4, 8923, 156, 17168, 26258, 109.3503, 0.9013, 1874, 318, a5, 000011
mergeSort, m452, t50, w2, 41170, 160, 136948, 178630, 302.9823, 0.9336, 1900, 129, a2, 001001
dictionaryOrder, m35, t100, w8, 586, 43, 2502, 3283, 70.4789, 0.9265, 8248, 32, a2, 101111
transpose, m74, t50, w2, 5954, 160, 31004, 37082, 416.1678, 0.8993, 903, 40, a5, 110001
bubbleSort, m56, t50, w8, 3600, 22, 30162, 33841, 533.8407, 0.9182, 1900, 41, a4, 110101
selectSort, m30, t50, w2, 1029, 163, 13361, 14634, 435.6957, 0.9101, 1900, 45, a2, 110110
huffmanCodingEff, m99, t50, w8, 5303, 125, 3026, 8879, 30.4121, 0.849, 1874, 239, a2, 001110
transpose, m49, t50, w2, 3929, 158, 20669, 24681, 416.1544, 0.8993, 903, 40, a3, 110000
longestIncrease, m38, t50, w2, 3296, 9463, 43476, 50064, 1144.114, 0.9196, 1946, 70, a4, 000101
mergeSort, m452, t50, w4, 13854, 145, 45744, 60680, 101.2035, 0.9336, 1900, 129, a2, 011111
parg, m5018, t52, w4, 863222, 165, 16406, 885624, 3.2694, 1.0, 418, 2518, a4, 000111
mergeSort, m452, t50, w2, 40050, 165, 136442, 178224, 301.8628, 0.9336, 1900, 129, a4, 100101
anagram, m120, t100, w2, 6480, 314, 16136, 23366, 134.4667, 0.8667, 1370, 37, a2, 001001
mergeSort, m452, t50, w4, 13734, 142, 45810, 60014, 101.3496, 0.9336, 1900, 129, a2, 011010
quickSort, m63, t50, w2, 6747, 168, 43459, 50537, 684.4016, 0.9603, 1900, 56, a4, 000101
mergeSort, m113, t50, w2, 5101, 163, 34056, 39286, 301.385, 0.9336, 1900, 129, a4, 111010
squareMatrix, m91, t50, w2, 3503, 157, 27771, 31747, 305.1813, 1.0, 903, 72, a5, 101111
parg, m5018, t52, w4, 854442, 52, 16730, 872502, 3.334, 1.0, 418, 2518, a4, 100011
primes, m34, t100, w2, 872, 323, 3610, 4861, 106.1765, 0.8793, 398, 30, a2, 000110
parg, m836, t52, w4, 142319, 161, 852, 148505, 1.0187, 1.0, 418, 2518, a2, 010110
longestIncrease, m38, t50, w2, 3305, 9730, 45233, 51938, 1190.3421, 0.9196, 1946, 70, a2, 110101
dictionaryOrder, m35, t100, w4, 1796, 99, 5794, 7722, 163.2113, 0.9265, 8248, 32, a3, 100101
bubbleSort, m226, t50, w2, 14778, 160, 438560, 454672, 1940.531, 0.9182, 1900, 41, a4, 110101
huffmanCodingEff, m99, t50, w8, 5118, 144, 2988, 8652, 30.0352, 0.849, 1874, 239, a3, 011110
insertSort, m54, t50, w2, 3645, 161, 12316, 16225, 228.0741, 0.92, 1900, 40, a5, 001101
parg, m1254, t52, w8, 221516, 99, 410, 222287, 0.3268, 1.0, 418, 2518, a3, 010011
huffmanCodingEff, m66, t50, w8, 3527, 149, 2002, 5925, 30.1859, 0.849, 1874, 239, a3, 001110
primes, m34, t100, w2, 879, 319, 3601, 4791, 105.9118, 0.8793, 398, 30, a3, 001111
primes, m136, t100, w2, 3446, 321, 14410, 19176, 105.9559, 0.8793, 398, 30, a2, 101111
parg, m1254, t52, w8, 218382, 26, 409, 219109, 0.3264, 1.0, 418, 2518, a3, 110010
longestIncrease, m228, t50, w2, 9722, 9799, 270316, 300626, 1185.5965, 0.9196, 1946, 70, a2, 101111
add, m6, t100, w2, 134, 317, 214, 532, 35.75, 0.9167, 583, 13, a4, 000010
maxArrSumNeg, m56, t50, w4, 1315, 49, 11267, 12702, 201.1964, 0.9358, 1910, 63, a2, 101111
primes, m22, t100, w4, 390, 303, 851, 1392, 37.5735, 0.8793, 398, 30, a4, 010111
parg, m5018, t52, w2, 862212, 174, 17328, 881072, 3.4532, 1.0, 418, 2518, a3, 001010
minProd, m60, t50, w4, 1457, 48, 1814, 3313, 30.0663, 0.7845, 1946, 72, a4, 101011
minProd, m90, t50, w4, 2186, 48, 2721, 4970, 30.0663, 0.7845, 1946, 72, a4, 101011
mergeSort, m75, t50, w2, 6810, 142, 22913, 30019, 304.1549, 0.9336, 1900, 129, a3, 001101
genPassword, m16, t100, w2, 487, 313, 1842, 2552, 112.7959, 0.8367, 398, 63, a3, 000110
parg, m5018, t52, w8, 869422, 20, 1624, 893872, 0.3236, 1.0, 418, 2518, a3, 101110
longestIncrease, m38, t50, w2, 1620, 9494, 43277, 48250, 1138.886, 0.9196, 1946, 70, a2, 110111
dictionaryOrder, m23, t100, w4, 388, 302, 3881, 4523, 164, 0.9265, 8248, 32, a2, 011111
anagram, m30, t100, w2, 811, 316, 4049, 5051, 134.9667, 0.8667, 1370, 37, a3, 001011
selectSort, m46, t50, w4, 1015, 154, 7504, 8898, 163.1304, 0.9101, 1900, 45, a3, 011110
parg, m1254, t52, w2, 213597, 176, 4327, 223371, 3.4492, 1.0, 418, 2518, a2, 111111
factorial, m62, t100, w2, 3204, 317, 39044, 42994, 629.7419, 0.9677, 403, 18, a4, 111001
dictionaryOrder, m142, t100, w2, 3834, 316, 67260, 72398, 473.662, 0.9265, 8248, 32, a2, 010111
factorial, m15, t100, w2, 388, 317, 9786, 10363, 631.3548, 0.9677, 403, 18, a2, 010011
transpose, m49, t50, w2, 3975, 158, 20661, 25003, 416, 0.8993, 903, 40, a4, 011100
factorial, m62, t100, w8, 988, 292, 10162, 12170, 163.9032, 0.9677, 403, 18, a2, 011110
factorial, m15, t100, w2, 814, 319, 9773, 10778, 630.5484, 0.9677, 403, 18, a2, 110000
longestIncrease, m228, t50, w2, 9866, 9452, 259776, 289678, 1139.3684, 0.9196, 1946, 70, a3, 001111
factorial, m62, t100, w2, 3212, 313, 39002, 42960, 629.0645, 0.9677, 403, 18, a2, 101001
